Exercise Name,Equipment,Utility,Mechanics,Force,Preparation,Execution,Target_Muscles,Stabilizer_Muscles,Main_muscle,Difficulty (1-5),Secondary Muscles,No_of_Sets,No_of_Reps,BMI,gender,type of plan
Reverse Wrist Curl,Barbell,Basic or Auxiliary,Isolated,Pull,Sit and grasp bar with narrow to shoulder width overhand grip. Rest forearms on thighs with wrists just beyond knees.,Raise barbell by pointing knuckles upward as high as possible. Return until knuckles are pointing downward as far as possible. Repeat.,"Wrist Extensors,","No significant stabilizers, ",Forearm,1,Brachioradialis,4,14,20.8,female,weight loss
Reverse Wrist Curl,Cable,Basic or Auxiliary,Isolated,Pull,Sit and grasp cable bar with narrow to shoulder width overhand grip. Rest forearms on thighs with wrists just beyond knees.,Raise stirrup by pointing knuckles upward as high as possible. Return until knuckles are pointing downward as far as possible. Repeat.,"Wrist Extensors,","No significant stabilizers, ",Forearm,1,Brachioradialis,3,15,21.7,female,weight loss
Reverse Wrist Curl,Dumbbell,Basic or Auxiliary,Isolated,Pull,Sit and grip dumbbell with overhand grip. Rest forearm on thigh with wrist just beyond knee.,Raise dummbell by pointing knuckles upward as high as possible. Return until knuckles are pointing downward as far as possible. Repeat.,"Wrist Extensors,","No significant stabilizers, ",Forearm,1,Brachioradialis,3,20,22.0,female,weight loss
Reverse Wrist Curl,Lever (plate loaded),Basic or Auxiliary,Isolated,Pull,Grasp bar with overhand grip. Place forearm on padded platform.,Raise bar until wrist is fully hyperextended and return until wrist is fully flexed. Repeat.,"Wrist Extensors,","No significant stabilizers, ",Forearm,1,Brachioradialis,3,15,22.2,female,weight loss
Reverse Wrist Curl,Lever (selectorized),Basic or Auxiliary,Isolated,Pull,Grasp handles with overhand grip to each side. Place forearms on arm pads.,Raise handles until wrist is fully hyperextended. Lower handles until wrists are fully flexed. Repeat.,"Wrist Extensors,","No significant stabilizers, ",Forearm,1,Brachioradialis,4,13,22.5,female,weight loss
Seated Pronation ,Dumbbell,Auxiliary,Isolated,Push,"Sit next to elevated surface, approximately arm pit height. With hand of upper arm, grasp unilaterally loaded dumbbell; pinkie positioned near weighted side. Bend elbow approximately 90-degrees and place upperarm on elevated surface. Position thumb upward (supinated).",Rotate dumbbell so thumb turns downward (pronation). Return and repeat.,"Pronators,","No significant stabilizers, ",Forearm,1,Brachioradialis,2,19,22.7,female,weight loss
Seated Pronation ,Lever (selectorized),Auxiliary,Isolated,Push,Sit on seat. Grasp rotating handles with underhand grip on each side and place forearms on pads.,Rotate shafts by turning palm downward. Return and repeat.,"Pronators,","No significant stabilizers, ",Forearm,1,Brachioradialis,3,14,22.4,female,weight loss
Seated Supination,Dumbbell,Auxiliary,Isolated,Pull,"Sit next to elevated surface, approximately arm pit height. With hand of arm next to elevated surface, grasp unilaterally loaded dumbbell; thumb next to side with weight. Bend elbow approximately 90-degrees and place upperarm on elevated surface. Position thumb downward (pronated).",Rotate dumbbell so thumb turns upward (supination). Return and repeat.,"Supinator,",,Forearm,1,Biceps Brachii,2,15,21.0,female,weight loss
Seated Supination,Lever (selectorized),Auxiliary,Isolated,Pull,Sit on seat. Grasp rotating handles with overhand grip on each side and place forearms on pads.,Rotate shafts by turning palm upward. Return and repeat.,"Supinator,",,Forearm,1,Biceps Brachii,2,17,21.7,female,weight loss
Bent-over Row,Barbell,Basic,Compound,Pull,Bend knees slightly and bend over bar with back straight. Grasp bar with wide overhand grip.,Pull bar to upper waist. Return until arms are extended and shoulders are stretched downward. Repeat.,"Latissimus Dorsi, Lower Trapezius, Rhomboids, Middle Trapezius,","Erector Spinae, Hamstrings, Gluteus Maximus, Adductor Magnus, Quadriceps, ",Back,3,"Biceps Brachii, Trapezius, Rhomboids",4,18,21.4,female,weight loss
Bent-over Row:  Underhand,Barbell,Basic or Auxiliary,Compound,Pull,Bend knees slightly and bend over bar with back straight. Grasp bar with underhand grip.,Pull bar to waist. Return until arms are extended and shoulders are stretched downward. Repeat.,"Latissimus Dorsi, Lower Trapezius, Rhomboids, Middle Trapezius,","Erector Spinae, Hamstrings, Gluteus Maximus, Adductor Magnus, Quadriceps, ",Back,3,"Biceps Brachii, Trapezius, Rhomboids",2,14,22.1,female,weight loss
One Arm Bent-over Row,Cable,Auxiliary,Compound,Pull,"Grasp cable stirrup. Step back away from pulley, with foot on same side as exercising arm, positioned out to side well behind forward foot. Bend over with hand on nearby bar or above knee for support. Keep back straight and knees slightly bent. Allow shoulder with stirrup to be pulled forward.","Pull cable attachment to side of torso, pulling shoulder back. Return until arm is extended and shoulder is stretched forward. Repeat. Continue with opposite arm.","Latissimus Dorsi, Lower Trapezius, Rhomboids, Middle Trapezius,","Obliques, Hamstrings, Gluteus Maximus, Triceps (Supporting Arm), ",Back,3,"Biceps Brachii, Trapezius, Rhomboids",3,14,22.3,female,weight loss
One Arm Straight Back Seated High Row,Cable,Basic or Auxiliary,Compound,Pull,Sit on seat or bench. Bend forward and grasp cable stirrup with one hand. Position torso upright allowing shoulder to be pulled forward under weight on cable.,"Pull cable attachment to side of torso while pulling shoulder back, arching spine, and pushing chest forward. Return until arm is extended and shoulder is pulled forward. Repeat. Continue with opposite arm.","Latissimus Dorsi, Lower Trapezius, Rhomboids, Middle Trapezius,","Erector Spinae, Obliques, Quadratus Lumborum, ",Back,3,"Biceps Brachii, Trapezius, Rhomboids",3,15,21.8,female,weight loss
Seated Row,Cable,Basic,Compound,Pull,Sit slightly forward on seat or bench in order to   grasp cable attachment. Place feet on vertical platform. Slide hips back positioning knees with slight bend.,"Pull cable attachment to waist while straightening lower back. Pull shoulders back and push chest forward while arching back. Return until arms are extended, shoulders are stretched forward, and lower back is flexed forward. Repeat.","Latissimus Dorsi, Lower Trapezius, Rhomboids, Middle Trapezius,","Hamstrings, Gluteus Maximus, Adductor Magnus, ",Back,2,"Biceps Brachii, Trapezius, Rhomboids",4,15,21.1,female,weight loss
Seated Row:  Straight Back,Cable,Basic,Compound,Pull,Sit slightly forward on bench with feet on foot bar or vertical platform. Grasp close grip cable attachment. Straighten torso   upright and slide hips back so knees are slightly bent.,"Pull cable attachment to waist. Pull shoulders back and lift chest by arching back. Return until arms are extended, back is straight, and shoulders are stretched forward. Repeat.","Latissimus Dorsi, Lower Trapezius, Rhomboids, Middle Trapezius,","Erector Spinae, Hamstrings, Gluteus Maximus, Adductor Magnus, ",Back,2,"Biceps Brachii, Trapezius, Rhomboids",4,12,21.1,female,weight loss
Seated Wide Grip Row,Cable,Basic or Auxiliary,Compound,Pull,"Sit slightly forward on platform in order to grasp cable attachment. With awider than shoulder width grip, slide hips back positioning knees with slight bend.","Pull cable attachment to waist while pulling torso upright.   Pull shoulders back and push chest forward while arching back. Return until arms are extended, shoulders are stretched forward, and lower back is flexed forward. Repeat.","Latissimus Dorsi, Lower Trapezius, Rhomboids, Middle Trapezius,","Hamstrings, Gluteus Maximus, Adductor Magnus, ",Back,2,"Latissimus Dorsi, Trapezius, Rhomboids",2,15,21.0,female,weight loss
Seated Wide Grip Row:  Straight Back,Cable,Basic or Auxiliary,Compound,Pull,"Sit slightly forward on bench or platform in order to grasp cable bar attachment. With wider than shoulder width overhand grip, straighten torso upright and slide hips back until knees are only   slightly bent.","Pull cable attachment to waist. Pull shoulders back and lift chest by arching back. Return until arms are extended, back is straight, and shoulders are stretched forward. Repeat.","Latissimus Dorsi, Lower Trapezius, Rhomboids, Middle Trapezius,","Erector Spinae, Hamstrings, Gluteus Maximus, Adductor Magnus, ",Back,2,"Latissimus Dorsi, Trapezius, Rhomboids",4,19,21.2,female,weight loss
Bent-over Row,Dumbbell,Basic,Compound,Pull,Kneel over side of bench by placing knee and hand of supporting arm on bench. Position foot of opposite leg slightly back to side. Grasp dumbbell from floor.,Pull dumbbell to up to side until it makes contact with ribs or until upper arm is just beyond horizontal. Return until arm is extended and shoulder is stretched downward. Repeat and continue with opposite arm.,"Latissimus Dorsi, Lower Trapezius, Rhomboids, Middle Trapezius,","Triceps (supporting arm), ",Back,3,"Biceps Brachii, Trapezius, Rhomboids",2,19,21.2,female,weight loss
Lying Row,Dumbbell,Basic,Compound,Pull,Lie chest down on elevated bench. Grasp dumbbells below.,Pull dumbbells to sides until upper arm is just beyond horizontal or height of back. Return until arms are extended and shoulders are stretched downward. Repeat.,"Latissimus Dorsi, Lower Trapezius, Rhomboids, Middle Trapezius,",,Back,2,"Biceps Brachii, Trapezius, Rhomboids",3,12,21.6,female,weight loss
Incline Row,Lever (plate loaded),Basic,Compound,Pull,Lie chest on inclined platform and grasp lever handles with overhand grip.,Pull lever up as high as possible. Return until arms are extended and shoulders are stretched downward. Repeat.,"Latissimus Dorsi, Lower Trapezius, Rhomboids, Middle Trapezius,",,Back,3,"Biceps Brachii, Trapezius, Rhomboids",2,19,22.0,female,weight loss
Incline Row:  Close Grip,Lever (plate loaded),Basic,Compound,Pull,Lie chest on inclined platform and grasp lever close grip handles.,Pull lever up as high as possible. Return until arms are extended and shoulders are stretched downward. Repeat.,"Latissimus Dorsi, Lower Trapezius, Rhomboids, Middle Trapezius,",,Back,3,"Biceps Brachii, Brachialis, Trapezius",2,15,20.3,female,weight loss
Seated Rows,Lever (plate loaded),Basic,Compound,Pull,Sit on seat and position chest against pad. Grasp lever handles with underhand grip.,Pull levers back until elbows are behind back and shoulders are pulled back. Return until arms are extended and shoulders are stretched forward. Repeat.,"Latissimus Dorsi, Lower Trapezius, Rhomboids, Middle Trapezius,",,Back,2,"Biceps Brachii, Trapezius, Rhomboids",3,13,22.3,female,weight loss
Seated Rows:  Narrow Grip,Lever (plate loaded),Basic,Compound,Pull,Sit on seat and position chest against pad. Grasp lever handles with underhand grip.,Pull levers back until elbows are behind back and shoulders are pulled back. Return until arms are extended and shoulders are stretched forward. Repeat.,"Latissimus Dorsi, Lower Trapezius, Rhomboids, Middle Trapezius,",,Back,2,"Biceps Brachii, Brachialis, Trapezius",2,13,22.8,female,weight loss
"Seated Rows:  Wide Grip

Low Bar

",Lever (plate loaded),Basic,Compound,Pull,Sit on seat and position chest against pad. Grasp lever handles with underhand grip.,Pull levers back until elbows are behind back and shoulders are pulled back. Return until arms are extended and shoulders are stretched forward. Repeat.,"Latissimus Dorsi, Lower Trapezius, Rhomboids, Middle Trapezius,",,Back,2,"Latissimus Dorsi, Trapezius, Rhomboids",4,16,20.1,female,weight loss
Seated Rows (Others),Lever (plate loaded),Auxiliary,Compound,Pull,Sit on seat and position chest against pad. Grasp lever handles with overhand/neutral grip.,Pull levers back until elbows are behind back and shoulders are pulled back. Return until arms are extended and shoulders are stretched forward. Repeat.,"Latissimus Dorsi, Lower Trapezius, Rhomboids, Middle Trapezius,",,Back,2,"Biceps Brachii, Trapezius, Rhomboids",3,19,20.4,female,weight loss
Seated Rows (Others):  Seated Low Row,Lever (plate loaded),Auxiliary,Compound,Pull,Sit on seat and position chest against pad. Grasp lever handles with overhand/neutral grip.,Pull levers back until elbows are behind back and shoulders are pulled back. Return until arms are extended and shoulders are stretched forward. Repeat.,"Latissimus Dorsi, Lower Trapezius, Rhomboids, Middle Trapezius,",,Back,2,"Biceps Brachii, Trapezius, Rhomboids",2,13,22.2,female,weight loss
Seated Rows (Others):  Seated High Row,Lever (plate loaded),Basic,Compound,Pull,Sit on seat and position chest against pad. Grasp lever handles with overhand grip.,Pull lever back until elbows are behind back and shoulders are pulled back. Return until arms are extended and shoulders are stretched forward. Repeat.,"Latissimus Dorsi, Lower Trapezius, Rhomboids, Middle Trapezius,",,Back,2,"Biceps Brachii, Trapezius, Rhomboids",2,16,22.7,female,weight loss
T-bar Row,Lever (plate loaded),Basic,Compound,Pull,Sit on seat and position chest against pad. Grasp lever handles with overhand grip.,Pull lever back until elbows are behind back and shoulders are pulled back. Return until arms are extended and shoulders are stretched forward. Repeat.,"Latissimus Dorsi,","Erector Spinae, Hamstrings, Gluteus Maximus, Adductor Magnus, Quadriceps, ",Back,3,"Biceps Brachii, Trapezius, Rhomboids",4,16,20.4,female,weight loss
T-bar Row:  Close grip,Lever (plate loaded),Basic,Compound,Pull,Sit on seat and position chest against pad. Grasp lever handles with overhand grip.,Pull lever back until elbows are behind back and shoulders are pulled back. Return until arms are extended and shoulders are stretched forward. Repeat.,"Latissimus Dorsi, Lower Trapezius, Rhomboids, Middle Trapezius,","Erector Spinae, Hamstrings, Gluteus Maximus, Adductor Magnus, Quadriceps, ",Back,3,"Biceps Brachii, Brachialis, Trapezius",2,13,21.5,female,weight loss
Seated Row,Lever (selectorized),Basic,Compound,Pull,Sit on seat and position chest against pad. Push foot lever if available. Grasp narrower parallel grip handles.,Pull lever back until elbows are behind back and shoulders are pulled back. Return until arms are extended and shoulders are stretched forward. Repeat.,"Latissimus Dorsi, Lower Trapezius, Rhomboids, Middle Trapezius,",,Back,2,"Biceps Brachii, Trapezius, Rhomboids",2,15,21.1,female,weight loss
