Exercise Name,Equipment,Utility,Mechanics,Force,Preparation,Execution,Target_Muscles,Stabilizer_Muscles,Main_muscle,Difficulty (1-5),Secondary Muscles,No_of_Sets,No_of_Reps,BMI
Seated Rows:  Narrow Grip,Lever (plate loaded),Basic,Compound,Pull,Sit on seat and position chest against pad. Grasp lever handles with underhand grip.,Pull levers back until elbows are behind back and shoulders are pulled back. Return until arms are extended and shoulders are stretched forward. Repeat.,"Latissimus Dorsi, Lower Trapezius, Rhomboids, Middle Trapezius,",,Back,2,"Biceps Brachii, Brachialis, Trapezius",5,12,22.74950226
"Seated Rows:  Wide Grip

Low Bar

",Lever (plate loaded),Basic,Compound,Pull,Sit on seat and position chest against pad. Grasp lever handles with underhand grip.,Pull levers back until elbows are behind back and shoulders are pulled back. Return until arms are extended and shoulders are stretched forward. Repeat.,"Latissimus Dorsi, Lower Trapezius, Rhomboids, Middle Trapezius,",,Back,2,"Latissimus Dorsi, Trapezius, Rhomboids",3,11,23.12817124
Seated Rows (Others),Lever (plate loaded),Auxiliary,Compound,Pull,Sit on seat and position chest against pad. Grasp lever handles with overhand/neutral grip.,Pull levers back until elbows are behind back and shoulders are pulled back. Return until arms are extended and shoulders are stretched forward. Repeat.,"Latissimus Dorsi, Lower Trapezius, Rhomboids, Middle Trapezius,",,Back,2,"Biceps Brachii, Trapezius, Rhomboids",4,12,22.46517027
Seated Rows (Others):  Seated Low Row,Lever (plate loaded),Auxiliary,Compound,Pull,Sit on seat and position chest against pad. Grasp lever handles with overhand/neutral grip.,Pull levers back until elbows are behind back and shoulders are pulled back. Return until arms are extended and shoulders are stretched forward. Repeat.,"Latissimus Dorsi, Lower Trapezius, Rhomboids, Middle Trapezius,",,Back,2,"Biceps Brachii, Trapezius, Rhomboids",4,11,22.30083528
Seated Rows (Others):  Seated High Row,Lever (plate loaded),Basic,Compound,Pull,Sit on seat and position chest against pad. Grasp lever handles with overhand grip.,Pull lever back until elbows are behind back and shoulders are pulled back. Return until arms are extended and shoulders are stretched forward. Repeat.,"Latissimus Dorsi, Lower Trapezius, Rhomboids, Middle Trapezius,",,Back,2,"Biceps Brachii, Trapezius, Rhomboids",3,10,22.23593846
T-bar Row,Lever (plate loaded),Basic,Compound,Pull,Sit on seat and position chest against pad. Grasp lever handles with overhand grip.,Pull lever back until elbows are behind back and shoulders are pulled back. Return until arms are extended and shoulders are stretched forward. Repeat.,"Latissimus Dorsi,","Erector Spinae, Hamstrings, Gluteus Maximus, Adductor Magnus, Quadriceps, ",Back,3,"Biceps Brachii, Trapezius, Rhomboids",5,10,22.76033388
T-bar Row:  Close grip,Lever (plate loaded),Basic,Compound,Pull,Sit on seat and position chest against pad. Grasp lever handles with overhand grip.,Pull lever back until elbows are behind back and shoulders are pulled back. Return until arms are extended and shoulders are stretched forward. Repeat.,"Latissimus Dorsi, Lower Trapezius, Rhomboids, Middle Trapezius,","Erector Spinae, Hamstrings, Gluteus Maximus, Adductor Magnus, Quadriceps, ",Back,3,"Biceps Brachii, Brachialis, Trapezius",3,7,22.64821266
Seated Row,Lever (selectorized),Basic,Compound,Pull,Sit on seat and position chest against pad. Push foot lever if available. Grasp narrower parallel grip handles.,Pull lever back until elbows are behind back and shoulders are pulled back. Return until arms are extended and shoulders are stretched forward. Repeat.,"Latissimus Dorsi, Lower Trapezius, Rhomboids, Middle Trapezius,",,Back,2,"Biceps Brachii, Trapezius, Rhomboids",5,8,23.88554239
Seated Row:  Wide Grip,Lever (selectorized),Basic,Compound,Pull,Sit on seat and position chest against pad. Grasp outer lever handles with overhand grip.,Pull lever back until elbows are behind back and shoulders are pulled back. Return until arms are extended and shoulders are stretched forward. Repeat.,"Latissimus Dorsi, Lower Trapezius, Rhomboids, Middle Trapezius,",,Back,2,"Latissimus Dorsi, Trapezius, Rhomboids",3,9,23.25801316
Seated Row (no chest pad),Lever (selectorized),Basic,Compound,Pull,Sit on seat and grasp handles with each hand. Place feet on vertically angled platform. Slide hips back with knees slightly bent.,"Pull handles to waist while straightening torso upright. Pull shoulders back and push chest forward while arching back. Return until arms are extended, shoulders are stretched forward, and lower back is flexed forward. Repeat.","Latissimus Dorsi, Lower Trapezius, Rhomboids, Middle Trapezius,","Hamstrings, Gluteus Maximus, Adductor Magnus, ",Back,3,"Biceps Brachii, Trapezius, Rhomboids",3,8,22.88821962
Seated Row (no chest pad):  Straight Back,Lever (selectorized),Basic,Compound,Pull,Sit on seat and grasp handles with each hand. Place feet on vertically angled platform. Slide hips back with knees slightly bent.,"Pull handles to waist while straightening torso upright. Pull shoulders back and push chest forward while arching back. Return until arms are extended, shoulders are stretched forward, and lower back is flexed forward. Repeat.","Latissimus Dorsi, Lower Trapezius, Rhomboids, Middle Trapezius,","Erector Spinae, Hamstrings, Gluteus Maximus, Adductor Magnus, ",Back,3,"Biceps Brachii, Trapezius, Rhomboids",5,12,22.71746606
Underhand Seated Row,Lever (selectorized),Basic,Compound,Pull,Sit on seat and position chest against pad. Grasp lever handles with underhand grip.,Pull levers back until elbows are behind back and shoulders are pulled back. Return until arms are extended and shoulders are stretched forward. Repeat.,"Latissimus Dorsi, Lower Trapezius, Rhomboids, Middle Trapezius,",,Back,2,"Biceps Brachii, Brachialis, Trapezius",4,10,22.3966183
Bent-over Row,Smith,Basic,Compound,Pull,Sit on seat and position chest against pad. Grasp lever handles with underhand grip.,Pull levers back until elbows are behind back and shoulders are pulled back. Return until arms are extended and shoulders are stretched forward. Repeat.,"Latissimus Dorsi, Lower Trapezius, Rhomboids, Middle Trapezius,","Erector Spinae, Hamstrings, Gluteus Maximus, Adductor Magnus, Quadriceps, ",Back,3,"Biceps Brachii, Trapezius, Rhomboids",3,12,23.84562224
Inverted Row,Weighted,Basic or Auxiliary,Compound,Pull,Sit on seat and position chest against pad. Grasp lever handles with underhand grip.,Pull levers back until elbows are behind back and shoulders are pulled back. Return until arms are extended and shoulders are stretched forward. Repeat.,"Latissimus Dorsi, Lower Trapezius, Rhomboids, Middle Trapezius,","Erector Spinae, Gluteus Maximus, Hamstrings, ",Back,3,"Biceps Brachii, Trapezius, Rhomboids",5,8,23.89898817
Inverted Row,Body Weight,Basic or Auxiliary,Compound,Pull,Lay on back under fixed horizontal bar. Grasp bar with wide overhand grip.,"Keeping body straight, pull body up to bar. Pull shoulders back at top of movement with chest high. Return until arms are extended and shoulders are stretched forward. Repeat.","Latissimus Dorsi, Lower Trapezius, Rhomboids, Middle Trapezius,","Erector Spinae, Hamstrings, Gluteus Maximus, ",Back,3,"Biceps Brachii, Trapezius, Rhomboids",4,9,23.88667972
Inverted Row:  Feet Elevated,Body Weight,Basic or Auxiliary,Compound,Pull,Lay on back under fixed horizontal bar. Grasp bar with wide overhand grip. Place back of heels on elevated surface.,"Keeping body straight, pull body up to bar. Pull shoulders back at top of movement with chest high. Return until arms are extended and shoulders are stretched forward. Repeat.","Latissimus Dorsi, Lower Trapezius, Rhomboids, Middle Trapezius,","Erector Spinae, Hamstrings, Gluteus Maximus, ",Back,4,"Biceps Brachii, Trapezius, Rhomboids",5,12,23.21147291
Inverted Row:  High Bar,Body Weight,Basic or Auxiliary,Compound,Pull,"Stand facing arms length away from waist to head height horizontal bar. Grasp bar with wide overhand grip. Position body under bar with legs, hips and spine straight. Arms should be straight, approximately perpendicular to body. Heels should make contact with floor.","Keeping body straight, pull body up to bar. Pull shoulders back at top of movement with chest high. Return until arms are extended and shoulders are stretched forward. Repeat.","Latissimus Dorsi, Lower Trapezius, Rhomboids, Middle Trapezius,","Erector Spinae, Hamstrings, Gluteus Maximus, ",Back,3,"Biceps Brachii, Trapezius, Rhomboids",3,9,22.8336043
Inverted Row:  On Hips,Body Weight,Basic or Auxiliary,Compound,Pull,Lay on back with belly under fixed horizontal bar. Bend knees and position feet on floor. Grasp bar with wide overhand grip.,"Keeping hips on floor and low back straight, pull torso up to bar. Pull shoulders back at top of movement with chest high. Return until arms are extended and shoulders are stretched forward. Repeat.","Latissimus Dorsi, Lower Trapezius, Rhomboids, Middle Trapezius,","Erector Spinae, ",Back,3,"Biceps Brachii, Trapezius, Rhomboids",4,9,23.83558954
Inverted Row,Suspended,Basic or Auxiliary,Compound,Pull,"Position suspension handles higher than arms' length above floor. Sit on floor and grasp handles. Position body supine hanging from handles with arms straight, shoulders under handles, body straight, and back of heels on floor.",Pull body up so sides of chest make contact with handles while keeping body straight. Pull shoulders back at top of movement with chest high. Return until arms are extended straight and shoulders are stretched forward. Repeat.,"Latissimus Dorsi, Lower Trapezius, Rhomboids, Middle Trapezius,","Erector Spinae, Gluteus Maximus, Hamstrings, ",Back,3,"Biceps Brachii, Trapezius, Rhomboids",4,9,23.34357279
Inverted Row:  One Arm,Suspended,Basic or Auxiliary,Compound,Pull,"Position suspension handles higher than arms' length above floor. Sit on floor and grasp handles. Position body supine hanging from handles with arms straight, shoulders under handles, body straight, and back of heels on floor.",Pull body up so sides of chest make contact with handles while keeping body straight. Pull shoulders back at top of movement with chest high. Return until arms are extended straight and shoulders are stretched forward. Repeat.,"Latissimus Dorsi, Lower Trapezius, Rhomboids, Middle Trapezius,","Erector Spinae, Gluteus Maximus, Hamstrings, ",Back,4,"Biceps Brachii, Trapezius, Rhomboids",5,6,23.08429487
Row,Suspended,Basic or Auxiliary,Compound,Pull,"Grasp suspension handles and momentarily step back until arms are extended forward and straight. While keeping arms straight and shoulders back, step forward so body reclines back behind suspension handles. Position body and legs straight at desired angle, hanging from handles with arms straight.",Pull body up so sides of chest make contact with handles while keeping body and legs straight. Pull shoulders back at top of movement with chest high. Return until arms are extended straight and shoulders are stretched forward. Repeat.,"Latissimus Dorsi, Lower Trapezius, Rhomboids, Middle Trapezius,","Erector Spinae, Gluteus Maximus, Hamstrings, ",Back,2,"Biceps Brachii, Trapezius, Rhomboids",5,9,23.49705229
Row:  One Arm,Suspended,Basic or Auxiliary,Compound,Pull,"Grasp suspension handles and momentarily step back until arms are extended forward and straight. While keeping arms straight and shoulders back, step forward so body reclines back behind suspension handles. Position body and legs straight at desired angle, hanging from handles with arms straight.",Pull body up so sides of chest make contact with handles while keeping body and legs straight. Pull shoulders back at top of movement with chest high. Return until arms are extended straight and shoulders are stretched forward. Repeat.,"Latissimus Dorsi, Lower Trapezius, Rhomboids, Middle Trapezius,","Erector Spinae, Gluteus Maximus, Hamstrings, ",Back,3,"Biceps Brachii, Trapezius, Rhomboids",5,7,22.6201429
Pull-up (open-centered bar),Assisted (machine),Basic,Compound,Pull,Step up and grasp bar with wide overhand grip. Kneel on padded platform and lower body down with arm extended.,Pull body up until neck reaches height of hands. Lower body until arms and shoulders are fully extended. Repeat.,"Latissimus Dorsi, Teres Major, Lower Trapezius, Rhomboids,",,Back,4,"Biceps Brachii, Trapezius, Rhomboids",4,6,22.00620211
Pull-up (open-centered bar):  Standing,Assisted (machine),Basic,Compound,Pull,Step up and grasp bar with wide overhand grip. Step down onto assistance lever or platform.,Pull body up until neck reaches height of hands. Lower body until arms and shoulders are fully extended. Repeat.,"Latissimus Dorsi, Teres Major, Lower Trapezius, Rhomboids,",,Back,4,"Biceps Brachii, Trapezius, Rhomboids",4,7,22.63243873
Parallel Close Grip Pull-up,Assisted (machine),Basic,Compound,Pull,Step up and grasp parallel grips. Kneel on padded platform and lower body down with arm extended.,Pull body up until elbows are to sides. Lower body until arms and shoulders are fully extended. Repeat.,"Latissimus Dorsi, Teres Major, Lower Trapezius, Rhomboids,",,Back,4,"Biceps Brachii, Brachialis, Trapezius",4,9,22.02409562
Pullover,Barbell,Auxiliary,Isolated,Pull,Lie upper back perpendicular on bench. Flex hips slightly. Grasp barbell from behind and position over chest with elbows bent slightly.,"With elbows bent slightly, lower bar over and beyond head until shoulders are fully flexed or upper arms are approximately parallel to torso. Return and repeat.","Latissimus Dorsi, Teres Major, Lower Trapezius, Rhomboids,","Triceps Brachii, Deltoid, Anterior, Pectoralis Major, Clavicular, Wrist Flexors, ",Back,2,"Latissimus Dorsi, Pectoralis Major Sternal, Pectoralis Major Clavicular",4,11,23.93210425
Bent-over Pullover,Cable,Auxiliary,Isolated,Pull,Face high pulley and grasp revolving cable attachment with arm slightly bent. Place one foot slightly back and bend over at hip until shoulder is fully flexed (upper arms at sides of head).,"With elbows fixed approximately 30°, pull cable attachment down until upper arms are to sides. Return attachment overhead. Repeat.","Latissimus Dorsi, Teres Major, Lower Trapezius, Rhomboids,","Triceps Brachii, Pectoralis Major, Clavicular, Rectus Abdominis, Obliques, Wrist Flexors, ",Back,3,"Latissimus Dorsi, Pectoralis Major Sternal, Pectoralis Major Clavicular",4,8,22.48210234
